Company,Permno,IpoDate
AMER. BLOODPRESSURE,12590.0,1983-05-04
GREEN TREE ACCEPTANCE,67571.0,1983-05-04
STERLING SOFTWARE,65074.0,1983-05-04
THE DRESS BARN,30737.0,1983-05-04
MACNEAL-SCHWENDLER,66253.0,1983-05-05
MORGAN KEEGAN & CO.,68582.0,1983-05-05
OVERLAND EXPRESS,60135.0,1983-05-05
UNITED BANCORP ALASKA,78415.0,1983-05-05
CARE ENTERPRISES,66843.0,1983-05-06
HOME FED./ROCKIES,42295.0,1983-05-10
KINNEY SYSTEMS,47889.0,1983-05-10
"VALUE LINE, INC.",80179.0,1983-05-10
CONSCO ENTERPRISES,26490.0,1983-05-11
"SPECTRAVIDEO, INC.",72099.0,1983-05-11
COLONIAL X-RAY CORP.,24695.0,1983-05-12
"COMPUSHOP, INC.",25794.0,1983-05-12
"CONVERSE, INC.",27044.0,1983-05-12
"INFO DESIGNS, INC.",44071.0,1983-05-12
"PRIMAGES, INC.",64072.0,1983-05-12
UNIVERSAL HOLDING,79477.0,1983-05-12
"BENAFUELS, INC.",17604.0,1983-05-13
"COMPU-PLAN, INC.",25639.0,1983-05-13
CUSTOM CREAMERY,27992.0,1983-05-13
LSI LOGIC CORP.,48267.0,1983-05-13
"LYPHOMED, INC.",50359.0,1983-05-13
CLUBMART OF AMERICA,24142.0,1983-05-18
NU HORIZONS ELECTRONIC,67010.0,1983-05-18
BASIC AMERICAN MED.,17065.0,1983-05-19
GIBSON GREETINGS,38982.0,1983-05-19
COSMO COMMUNICATIONS,27407.0,1983-05-20
SYSTEMS ASSOCIATES,74107.0,1983-05-20
FINANCIAL SECURITY S&L,34906.0,1983-05-23
"ASTRO-MED, INC.",15422.0,1983-05-25
ELECTRONIC FINANCIAL SYSTEMS,32142.0,1983-05-25
"JEFFREY MARTIN, INC.",46472.0,1983-05-25
"ARMEL, INC.",67387.0,1983-05-26
FLORIDA FEDERAL S&L,36944.0,1983-05-26
MARITEK CORPORATION,51562.0,1983-05-26
SIS CORPORATION,70819.0,1983-05-26
TELERAM COMMUNICATIONS,75206.0,1983-05-26
COMPUTER LANGUAGE,25938.0,1983-05-27
VUEBOTICS CORP.,81243.0,1983-05-31
DAISY SYSTEMS,28346.0,1983-06-01
UNITED FIRST FEDERAL,78706.0,1983-06-01
VITALITY UNLIMITED,81104.0,1983-06-01
ARTEL COMMUNICATIONS,15131.0,1983-06-02
DISTRIBUTED LOGIC,30227.0,1983-06-02
"ENDATA, INC.",32599.0,1983-06-02
INTERAND CORPORATION,44661.0,1983-06-02
MAGNETIC INFO. TECH.,50922.0,1983-06-02
PRIAM CORPORATION,64048.0,1983-06-02
SPECTRAN CORP.,72072.0,1983-06-02
BGS SYSTEMS,16185.0,1983-06-03
"DAMON BIOTECH, INC.",28434.0,1983-06-03
MICROPOLIS CORP.,53509.0,1983-06-03
VANZETTI SYSTEMS,80267.0,1983-06-03
WESTERN WASTE INDUS.,82502.0,1983-06-03
BIO-LOGIC SYSTEMS,18244.0,1983-06-07
INTERSTATE UNIFORM,65306.0,1983-06-07
AGENCY RENT-A-CAR,11181.0,1983-06-08
AMHERST ASSOCIATES,14016.0,1983-06-08
SPAN-AMERICAN MEDICAL,71942.0,1983-06-08
"ACTIVISION, INC.",10701.0,1983-06-09
BURLINGTON COAT,67176.0,1983-06-09
"POWERTEC, INC.",63750.0,1983-06-10
A.I.N. LEASING,10293.0,1983-06-13
202 DATA SYSTEMS,77658.0,1983-06-14
"SELECTERM, INC.",69957.0,1983-06-14
EAGLE COMPUTER,31342.0,1983-06-15
ENSUN CORP.,33049.0,1983-06-15
"MEDAR, INC.",52282.0,1983-06-15
"SHONEY'S SOUTH, INC.",70384.0,1983-06-16
AMGEN,14008.0,1983-06-17
TBC CORPORATION,74203.0,1983-06-17
GIGA-TRONICS,39029.0,1983-06-20
ERBAMONT N.V.,65250.0,1983-06-21
HALE SYSTEMS,40759.0,1983-06-21
HPSC INC.,40572.0,1983-06-21
"CALMAR, INC.",20782.0,1983-06-22
"CLAYTON HOMES, INC.",66878.0,1983-06-22
GRADCO SYSTEMS INC.,39590.0,1983-06-22
KENTRON INT'L,65314.0,1983-06-22
KEY TRONIC CORP.,47619.0,1983-06-22
QUICK & REILLY GROUP,65058.0,1983-06-22
"UNGERMANN-BASS, INC.",77957.0,1983-06-23
AUTOMATED PROF. SYSTEM,15916.0,1983-06-24
GENERAL HOMES CORP.,67555.0,1983-06-24
MARGAUX CONTROLS,51450.0,1983-06-24
VEGA BIOTECHNOLOGIES,80427.0,1983-06-24
SMITH LABORATORIES,70915.0,1983-06-27
MEDICAL 21 CORP.,52434.0,1983-06-28
"1 POTATO 2, INC.",59636.0,1983-06-29
APPLIED BIOSYSTEMS,14622.0,1983-06-29
HALIFAX ENGINEERING,67942.0,1983-06-29
AVANT-GARDE,16003.0,1983-06-30
BOMED MEDICAL LTD.,18666.0,1983-06-30
EL CHICO CORPORATION,31748.0,1983-06-30
TERRANO CORP.,75548.0,1983-06-30
"WICAT SYSTEMS, INC.",82828.0,1983-06-30
CIPRICO INC.,23537.0,1983-07-01
IMMUNEX CORPORATION,43610.0,1983-07-01
MARQUEST MEDICAL,51677.0,1983-07-01
REPUBLIC HEALTH,66449.0,1983-07-01
RJ FINANCIAL CORP.,69649.0,1983-07-01
MERRY-GO-ROUND INC.,53050.0,1983-07-06
APPLIED COMMUNICATIONS,14649.0,1983-07-07
CIRCON CORPORATION,23588.0,1983-07-07
INTERACTIVE RADIATION,44645.0,1983-07-07
IOMEGA CORPORATION,45891.0,1983-07-07
STAAR SURGICAL CO.,72304.0,1983-07-07
WILLIAMS-SONOMA,83011.0,1983-07-07
CMC INTERNATIONAL,20205.0,1983-07-08
TELEPHONE SUPPORT,75361.0,1983-07-08
FOXMEYER CORPORATION,67520.0,1983-07-12
INT'L MEDICAL SYSTEMS,45242.0,1983-07-12
"INVENTION, DESIGN, ENGINEER",45744.0,1983-07-12
"MICRO D., INC.",53445.0,1983-07-12
NAT'L HEALTH CORP,56435.0,1983-07-12
PERFECT DATA CORP.,62200.0,1983-07-12
PETRIE CORPORATION,62296.0,1983-07-12
"SATELCO, INC.",68874.0,1983-07-12
BARON DATA SYSTEMS,16970.0,1983-07-13
DIAGNON CORP,29728.0,1983-07-13
"ILC TECHNOLOGY, INC.",43263.0,1983-07-13
COMPTEK RESEARCH,25612.0,1983-07-14
FAIRMONT FINANCIAL,67897.0,1983-07-14
"ISOMEDIX, INC.",46018.0,1983-07-14
RAX RESTAURANTS,65227.0,1983-07-14
"KOLFF MEDICAL, INC.",73921.0,1983-07-15
COMPUTRAC INC.,69307.0,1983-07-19
HOWARD SAVINGS BANK,42746.0,1983-07-19
INTEGRATED GENETICS,44410.0,1983-07-19
LINEAR CORPORATION,49753.0,1983-07-19
PACIFIC FIRST FEDERAL,60688.0,1983-07-19
STIFEL FINANCIAL,72996.0,1983-07-19
CHAD THERAPEUTICS,22518.0,1983-07-20
GTECH CORPORATION,40222.0,1983-07-20
MCDONALD & CO.,65357.0,1983-07-20
AIA INDUSTRIES,10269.0,1983-07-21
AN-CON GENETICS,14171.0,1983-07-21
"ENDOTRONICS, INC.",32620.0,1983-07-21
KINCAID FURNITURE,47731.0,1983-07-21
TELXON CORPORATION,75273.0,1983-07-21
WRIGHT LABORATORIES,83636.0,1983-07-21
ZY MOS CORPORATION,84180.0,1983-07-21
DAIRY MART STORES,28311.0,1983-07-22
SAN FRANCISCO BANCORP,68727.0,1983-07-25
"CME-SAT, INC.",20213.0,1983-07-26
"DRUG SYSTEMS, INC.",30809.0,1983-07-26
FIRST FED. ARIZONA,66907.0,1983-07-26
FREY ASSOCIATES,37736.0,1983-07-27
HORIZON INDUSTRIES,42535.0,1983-07-27
LIFELINE SYSTEMS,49534.0,1983-07-27
HEALTHAMERICA CORP.,67600.0,1983-07-28
VICTORIA FINANCIAL,80710.0,1983-07-28
LEGG MASON,65330.0,1983-07-29
PROVIDENT INSTITUT.,64523.0,1983-07-29
U.S. CAPITAL CORP.,78992.0,1983-07-29
CHIRON CORP.,23318.0,1983-08-02
COMPUTERCRAFT INC.,26121.0,1983-08-02
CONVENIENT FOOD MART,27028.0,1983-08-02
FIRST FEDERAL AUSTIN,35458.0,1983-08-02
FIRST INDIANA FED.,35829.0,1983-08-02
HEI CORPORATION,40521.0,1983-08-02
KEY IMAGE SYSTEMS,47598.0,1983-08-02
"MACK TRUCKS, INC.",50703.0,1983-08-02
ZIYAD INC.,84137.0,1983-08-02
CARDIOSEARCH INC.,21427.0,1983-08-03
FIN'L. INST. SERVICE,34877.0,1983-08-03
INFORMATION SCIENCE,44143.0,1983-08-03
P.C. TELEMART INC.,60389.0,1983-08-03
APPLIED CIRCUIT,14657.0,1983-08-04
BIG BEAR INC.,17930.0,1983-08-04
CARDINAL DISTRIB.,21371.0,1983-08-04
COOPER BIOMEDICAL,27124.0,1983-08-04
"LADD FURNITURE, INC.",48371.0,1983-08-04
SATELLITE SYNDICATED,69710.0,1983-08-04
CROWN BOOKS CORP.,27800.0,1983-08-09
KNOLL INTERNATIONAL,65322.0,1983-08-09
MANUFACTURED HOMES,51335.0,1983-08-09
"AVACARE, INC.",15991.0,1983-08-10
"GUEST SUPPLY, INC.",40345.0,1983-08-10
THERMEDICS INC.,75986.0,1983-08-10
TOTAL SYSTEMS SVCS.,76639.0,1983-08-10
EQUITEC FINANCIAL,66536.0,1983-08-11
FDP CORPORATION,34041.0,1983-08-12
FINALCO GROUP,34834.0,1983-08-12
"GULL, INC.",67934.0,1983-08-16
OLD FASHION FOODS,59337.0,1983-08-16
VITA PLUS INDUSTRIES,81083.0,1983-08-16
DIAMOND-BATHURST,65242.0,1983-08-17
AMC ENTERTAINMENT,66413.0,1983-08-18
BANKVERMONT CORP.,16863.0,1983-08-18
"CABLEGUARD, INC.",20483.0,1983-08-18
CINTAS CORPORATION,23660.0,1983-08-18
GREAT AMERICAN FEDERAL,66579.0,1983-08-18
MAXICARE HEALTH,51992.0,1983-08-18
TELEVISION TECHNOL.,75249.0,1983-08-18
MCLEAN INDUSTRIES,65664.0,1983-08-19
BALLARD MEDICAL,16460.0,1983-08-22
"GAMES NETWORK, INC.",38181.0,1983-08-22
TRI-COUNTY S & L,77172.0,1983-08-22
BINDLEY WESTERN IND.,17962.0,1983-08-24
ABM COMPUTER SYSTEMS,10066.0,1983-08-25
AIRCAL INC.,67125.0,1983-08-25
"AULT, INC.",15748.0,1983-08-25
COMMONWEALTH S&L,25340.0,1983-08-25
DATASOUTH COMPUTER,28848.0,1983-08-25
HAMMOND CO.,40898.0,1983-08-25
KAYPRO CORPORATION,47221.0,1983-08-25
SYNBIOTICS CORP.,73956.0,1983-08-25
WEDTECH CORPORATION,67109.0,1983-08-25
"ATCOR, INC.",15473.0,1983-08-26
"PAYCHEX, INC.",61621.0,1983-08-26
STRATUS COMPUTER,73075.0,1983-08-26
FAMILY HEALTH SYSTEMS,34201.0,1983-08-29
CARTERET SAVINGS,21689.0,1983-08-30
CULP INC.,27909.0,1983-08-30
AMBULATORY MEDICAL,12299.0,1983-08-31
NORTHERN AIR FREIGHT,58203.0,1983-08-31
"SHOE-TOWN, INC.",65736.0,1983-08-31
AMERICAN PHYSICIANS SERVICE,13603.0,1983-09-01
CELL PRODUCTS,21881.0,1983-09-01
JUNO LIGHTING INC.,46843.0,1983-09-01
HOVNANIAN ENTERPRISES,65285.0,1983-09-07
WILLIAM BYRD PRESS,20571.0,1983-09-07
BLOOMFIELD S&L ASSN.,18471.0,1983-09-08
HEALTHGROUP INT'L,41372.0,1983-09-08
"BKW, INC.",16214.0,1983-09-09
Aluminum Co of Canada,24264.0,1983-09-12
"WINTERHALTER, INC.",83273.0,1983-09-12
AMPAD CORP.,14104.0,1983-09-13
EQUATORIAL COMMUNIC.,33260.0,1983-09-13
FIRST DATA RESOURCES,35546.0,1983-09-13
HORIZON HEALTH CORP.,42527.0,1983-09-13
COMP-U-CARD,25487.0,1983-09-14
FIRST SOUTHERN FED.,36311.0,1983-09-14
PHIL SAVINGS FUND SOC,62595.0,1983-09-14
PREFERRED HEALTH CARE CORP,63889.0,1983-09-14
S&K FAMOUS BRANDS,68065.0,1983-09-14
SECOND NAT'L S & L,69703.0,1983-09-14
EATON FINANCIAL,31481.0,1983-09-15
INNOVATIVE SOFTWARE,44434.0,1983-09-15
PROVINCETOWN-BOSTON,64566.0,1983-09-15
"S-P DRUG CO., INC.",68321.0,1983-09-15
TENDER LOVING CARE,75433.0,1983-09-15
Z-AXIS CORPORATION,83970.0,1983-09-15
PEARLE HEALTH SERVICES,61699.0,1983-09-16
A&M FOOD SERVICES,10015.0,1983-09-20
ALFIN FRAGRANCES,69171.0,1983-09-20
RENAL SYSTEMS,66393.0,1983-09-20
KMW SYSTEMS CORP.,46915.0,1983-09-21
NORTHEAST SAVINGS,58166.0,1983-09-21
RESTEC SYSTEMS,66684.0,1983-09-21
ADVANCED GENETIC SCI,11114.0,1983-09-22
COMPUTRAC INSTRUM.,65155.0,1983-09-22
CREATIVE COMP. APPLIC,27642.0,1983-09-22
FIRST FED. FT. MYERS,35482.0,1983-09-22
STERIVET LABS. LTD.,78507.0,1983-09-22
SYMS CORP.,65429.0,1983-09-22
ATLANTIC FINANCIAL FED,15625.0,1983-09-23
NORTH ATLANTIC TECH,58019.0,1983-09-23
MEDICAL STERILIZATION,52506.0,1983-09-26
CONT'L HEALTHCARE SYSTEMS,26877.0,1983-09-27
UNIVERSAL MONEY CENTER,79549.0,1983-09-27
"ENERGY FACTORS, INC.",32652.0,1983-09-28
FIRST DATA MANAGEMENT,35466.0,1983-09-28
PROTOCOL COMPUTERS,64507.0,1983-09-28
BIO-TECHNOLOGY GENERAL,18033.0,1983-09-29
CERPROBE CORPORATION,22430.0,1983-09-29
"EXOVIR, INC.",33794.0,1983-09-29
PARAGON COMMUNICATION SYST,61189.0,1983-09-29
RESTAURANT SYSTEMS (RSI),66676.0,1983-09-29
VIEW-MASTER INT'L,80793.0,1983-09-29
ROBERT C. BROWN,19538.0,1983-09-30
MAVERICK RESTAURANTS,52004.0,1983-10-04
MCS TELECOMMUNIC.,50463.0,1983-10-04
MEDIFLEX SYSTEMS,52645.0,1983-10-04
NATIONAL LUMBER,56507.0,1983-10-04
SUMMIT HEALTH LTD.,73366.0,1983-10-04
VALID LOGIC SYSTEMS,80005.0,1983-10-04
GLENDALE FEDERAL S&L,67563.0,1983-10-05
PARLEX CORPORATION,61322.0,1983-10-05
SPI PHARMACEUTICALS,68340.0,1983-10-05
SYNERGEX CORPORATION,74174.0,1983-10-05
UNIVERSAL FURNITURE,78513.0,1983-10-05
AMERICAN EDUCATIONAL COMP,12910.0,1983-10-06
CHANCELLOR CORP.,22593.0,1983-10-06
"COPYTELE, INC.",27167.0,1983-10-06
DATACOPY CORP.,28760.0,1983-10-06
DESIGNHOUSE INT'L,29525.0,1983-10-06
LOTUS DEVELOPMENT,50156.0,1983-10-06
STANFORD TELECOMM.,72523.0,1983-10-06
SURGICARE CORPORATION,73761.0,1983-10-06
ESPRIT SYSTEMS,65576.0,1983-10-07
HYPONEX CORPORATION,43124.0,1983-10-07
INFO. SOLUTION,44207.0,1983-10-07
INT'L HYDRON CORP.,65963.0,1983-10-07
RADIONICS INC.,65497.0,1983-10-07
COMMAND AIRWAYS,25102.0,1983-10-11
FIBRONICS INT'L,34623.0,1983-10-11
CLASSIC CORPORATION,23991.0,1983-10-12
SEEQ TECHNOLOGY,69885.0,1983-10-12
TRIBUNE CO.,65787.0,1983-10-12
JEFFERIES GROUP,46392.0,1983-10-13
LEECO DIAGNOSTICS,49104.0,1983-10-13
PO' FOLKS,63459.0,1983-10-13
ROONEY PACE GROUP,66704.0,1983-10-13
VLI CORPORATION,79805.0,1983-10-13
"ENDEVCO, INC.",68910.0,1983-10-14
PENINSULA S&L ASSN.,61867.0,1983-10-14
RUSTY PELICAN RESTAU.,68006.0,1983-10-14
UTD. OKLAHOMA BANK.,78853.0,1983-10-14
"ATV SYSTEMS, INC.",10480.0,1983-10-18
ELECTRO SCIENTIFIC,32054.0,1983-10-18
MERCHANTS COOPERATIVE,52899.0,1983-10-18
BUILDER'S TRANSPORT,19693.0,1983-10-20
CASEY'S GENERAL STORE,21742.0,1983-10-20
E-Z-EM INC.,31318.0,1983-10-20
SAVERS FEDERAL S&L,68954.0,1983-10-20
WHEELED COACH IND.,82748.0,1983-10-20
CIRCUS CIRCUS,65533.0,1983-10-25
CALIFORNIA BIOTECH.,20678.0,1983-10-26
COAST FEDERAL S&L,24177.0,1983-10-26
CRAFT HOUSE CORP.,27597.0,1983-10-26
PARK COMMUNICATIONS,61242.0,1983-10-26
UNIV. DEVELOPMENT,67790.0,1983-10-26
INDEPENDENCE HEALTH,43829.0,1983-10-27
MCGREGOR CORP.,89923.0,1983-10-27
MEDIPLEX GROUP,52653.0,1983-10-27
NI INDUSTRIES,65699.0,1983-10-27
RICHARDSON ELEC.,66852.0,1983-10-27
"DATAKEY, INC.",28725.0,1983-10-28
MR. GASKET CO.,54528.0,1983-10-28
LANE TELECOMM.,48662.0,1983-11-02
FIRST FED. CHARLSTN.,35503.0,1983-11-03
FUDDRUCKERS INC.,37859.0,1983-11-03
MINISCRIBECORP.,54360.0,1983-11-03
SELECT INFORMATION,69949.0,1983-11-03
SYSTEMS INTEGRATORS,74070.0,1983-11-03
TERAK CORP.,75513.0,1983-11-03
AMERIWEST FINANCIAL,13996.0,1983-11-04
TLS CO.,74326.0,1983-11-04
UNITED FED. SAVING,78634.0,1983-11-04
PELE MEDI-CORP.,61795.0,1983-11-07
LEVITT CORP.,65971.0,1983-11-08
"AIR ONE, INC.",11360.0,1983-11-09
MEDSTAT SYSTEMS,52696.0,1983-11-09
PERSONAL COMPUTER,62253.0,1983-11-09
SOUTH BOSTON SAVINGS,71299.0,1983-11-09
BIOSENSOR CORP.,18140.0,1983-11-10
CHEMICAL FABRICS,23035.0,1983-11-10
COMPUCARE INC.,25647.0,1983-11-10
IMEX MEDICAL SYSTEMS,43597.0,1983-11-10
J.P. INDUSTRIES,46173.0,1983-11-10
JEFFERSON SMURFIT,46448.0,1983-11-10
"PARISIAN, INC.",61234.0,1983-11-10
PHYSIO TECHNOLOGY,62886.0,1983-11-10
RID-A-BUG COMPANY,68689.0,1983-11-10
SAFEGUARD HEALTH,68452.0,1983-11-10
SCOPAS TECHNOLOGIES,69383.0,1983-11-10
VERMONT FEDERAL BANK,87493.0,1983-11-10
VIRGINIA BEACH FEDERAL,80937.0,1983-11-10
CHANCELLOR COMPUTER,22622.0,1983-11-14
ANDOVER CONTROLS,14315.0,1983-11-15
HCW OIL & GAS INC.,40513.0,1983-11-15
THE FEDERATED GROUP,34490.0,1983-11-15
MAGNET BANK,68531.0,1983-11-16
"MELRIDGE, INC.",52741.0,1983-11-16
PEAK HEALTH CARE,61672.0,1983-11-16
PANCRETEC INC.,61066.0,1983-11-17
APPLIED DATA,14665.0,1983-11-18
DALLAS FEDERAL S&L,28418.0,1983-11-18
FARM & HOME SAVING,34324.0,1983-11-18
RENT-A-CENTER,66406.0,1983-11-18
WESTERN MICRO TECH.,82326.0,1983-11-18
FORSCHNER GROUP,37277.0,1983-11-21
"ACTMEDIA, INC.",10720.0,1983-11-22
BOSTON 5-CENT SAV.,18842.0,1983-11-22
"CML GROUP, INC.",20240.0,1983-11-22
FOLKS RESTAURANT,37146.0,1983-11-22
HEALTHCARE SERVICES,41292.0,1983-11-22
J.B. HUNT,42877.0,1983-11-22
MEDICARE-GLASER,52522.0,1983-11-22
PREFERRED FINANCIAL,63862.0,1983-11-22
SHORELINE SAVINGS,70448.0,1983-11-22
SPENDTHRIFT FARMS,67352.0,1983-11-22
STARTEL CORPORATION,72662.0,1983-11-22
SUNRISE MEDICAL,73614.0,1983-11-22
WORLCO DATA SYSTEMS,83476.0,1983-11-22
DELCHAMPS INC.,29226.0,1983-11-23
PRO-MED CAPITAL,64275.0,1983-11-23
TACO VILLA INC.,74553.0,1983-11-25
ATLANTIC FEDERAL,15617.0,1983-11-29
VODAVI TECHNOLOGY,81219.0,1983-11-29
AMOSKEAG BANK,14083.0,1983-11-30
ASHTON-TATE,15246.0,1983-11-30
CHARGIT INC.,22702.0,1983-11-30
DICEON ELECTRONICS,29875.0,1983-11-30
FIRST FED. OF MICHIGAN,35474.0,1983-12-01
FIRST SAVINGS OF FL,36231.0,1983-12-01
K MED CENTERS,46907.0,1983-12-01
SHELBY WILLIAMS,70280.0,1983-12-01
UNIV. TRADING EXCHANGE,79602.0,1983-12-01
ENTERTAINMENT PUBLCT.,33081.0,1983-12-02
PAR PHARMACEUTICALS,61138.0,1983-12-02
TEMCO HOME HEALTH,75388.0,1983-12-02
"VMX, INC.",79856.0,1983-12-02
BEL FUSE,17444.0,1983-12-06
ENTRE COMPUTER,33102.0,1983-12-06
HOSPITAL STAFFING,42586.0,1983-12-06
LIBERTY FEDERAL S&L,49331.0,1983-12-06
MISSISSIPPI VALLEY,54472.0,1983-12-06
"SUPERTEX, INC.",73681.0,1983-12-06
UTD. FIN'L BANKING,78642.0,1983-12-06
A.A. IMPORTING,10031.0,1983-12-07
CERMETEK MICROELEC.,22403.0,1983-12-07
CHARLOTTE CHARLES,22737.0,1983-12-07
COUSINS HOME,27503.0,1983-12-07
DEP CORPORATION,28207.0,1983-12-07
DOCTORS OFFICE,30323.0,1983-12-07
T.G.I.F. TEXAS,74289.0,1983-12-07
CERTIFIED COLLATERAL,22438.0,1983-12-08
CHEROKEE GROUP,23107.0,1983-12-08
"CLOTHESTIME, INC.",24126.0,1983-12-08
FIRST FED. CAROLINA,35511.0,1983-12-08
SUPER RITE FOODS,73622.0,1983-12-08
TGI FRIDAY'S,65744.0,1983-12-08
TOFU TIME INC.,68718.0,1983-12-08
COMPAQ COMPUTER,68347.0,1983-12-09
DEVRY INC.,29656.0,1983-12-09
FIRST FED. SAV. CA,35530.0,1983-12-09
GREAT WESTERN FED.,39969.0,1983-12-09
SPIRE CORPORATION,72232.0,1983-12-12
CALIF. AMPLIFIER,20670.0,1983-12-13
CINCINNATI MICRO.,23481.0,1983-12-13
"COAST R.V., INC.",24193.0,1983-12-13
"FINAL TEST, INC.",34826.0,1983-12-13
GRAPHIC INDUSTRIES,39670.0,1983-12-13
GRAPHIC TECHNOLOGY,65605.0,1983-12-13
US VACATION RESORTS,79282.0,1983-12-13
ZYGO CORPORATION,84161.0,1983-12-13
BAKER COMMUNICATION,16388.0,1983-12-14
BENCH CRAFT INC.,17612.0,1983-12-14
"BUSINESSLAND, INC.",19976.0,1983-12-14
CCX NETWORK,20117.0,1983-12-14
COMPUTER IDENTICS,26295.0,1983-12-14
CONCEPT DEVELOPMENT,26308.0,1983-12-14
INT'L TECHNOLOGY,68494.0,1983-12-14
INTELLIGENETICS,44565.0,1983-12-14
ALLY & GARGANO,11974.0,1983-12-15
COMPONENT TECHNOLOGY,25567.0,1983-12-15
COURIER DISPATCH,27482.0,1983-12-15
CUCOS INC.,27861.0,1983-12-15
DWIGHT HEALTH CARE,30964.0,1983-12-15
FORMASTER CORPORATION,37242.0,1983-12-15
GRUNTAL FINANCIAL,65613.0,1983-12-15
HERITAGE FEDERAL S&L,88672.0,1983-12-15
MCFADDEN VENTURES,68558.0,1983-12-15
SCB RESTAURANT SYSTEMS,68188.0,1983-12-15
ARCHIVE CORP.,14833.0,1983-12-16
CAMBRIAN SYSTEMS,20910.0,1983-12-16
MEDICINE SHOPPE,52557.0,1983-12-16
SOONER DEFENSE OF FLORIDA,71205.0,1983-12-16
"L.J.N. TOYS, LTD.",48216.0,1983-12-20
MORRIS COUNTY S&L,55192.0,1983-12-20
"REID-ASHMAN, INC.",66230.0,1983-12-20
ADVANCED TELECOMM.,11149.0,1983-12-21
FIRST NORTHERN S&L,36178.0,1983-12-21
FLEXIBLE COMPUTER,36760.0,1983-12-21
GREAT LAKES FEDERAL,39889.0,1983-12-21
ROYAL INT'L OPTIC.,67344.0,1983-12-21
"NESTOR, INC.",57104.0,1983-12-22
PLM FINANCIAL SERV.,68603.0,1983-12-22
ZITEL CORPORATION,84241.0,1983-12-22
ELDORADO MOTOR CORP.,31916.0,1984-01-05
CHILI'S INC.,23297.0,1984-01-06
FLIGHT INT'L. GROUP,36805.0,1984-01-10
THOR INDUSTRIES,76081.0,1984-01-10
SPORTO CORP,72275.0,1984-01-11
AMERICAN INTEGRITY,13187.0,1984-01-12
"ARRAYS, INC.",15051.0,1984-01-12
ATHENS FED. S&L,15500.0,1984-01-12
S.A.Y. INDUSTRIES,68137.0,1984-01-12
HADCO CORP.,40644.0,1984-01-17
"IMREG, INC.",43765.0,1984-01-17
INTERPHASE CORP.,45560.0,1984-01-17
LANGER BIOMECHANICS,48697.0,1984-01-17
SURGICAL CARE AFFIL.,73753.0,1984-01-17
COLUMBIA DATA PROD.,24804.0,1984-01-18
EPSILON DATA MGMT.,33241.0,1984-01-18
"MATHBOX, INC.",51917.0,1984-01-18
MENTOR GRAPHICS,52813.0,1984-01-18
DUQUESNE SYSTEMS,30884.0,1984-01-19
EL TORITO RESTAURANT,65904.0,1984-01-19
INACOMP COMPUTER,43781.0,1984-01-19
INT'L RECORD CARRIER,45357.0,1984-01-19
TOP BRASS ENTERPRISE,76516.0,1984-01-19
FRIES ENTERTAINMENT,66915.0,1984-01-20
LANDMARK SAVINGS,69016.0,1984-01-20
MALRITE COMMUNICTNS.,51175.0,1984-01-20
SIMMONS AIRLINES,70763.0,1984-01-24
WESTERN FEDERAL S&L,82254.0,1984-01-24
DIGIGRAPHIC SYSTEMS,30083.0,1984-01-25
GEORGIA FEDERAL,38835.0,1984-01-25
HOMECRAFTERS WHRSE.,42383.0,1984-01-25
HORIZON AIR IND.,42519.0,1984-01-25
"V BAND SYSTEMS, INC.",79840.0,1984-01-25
ELAN CORP. PLC,31799.0,1984-01-26
DAY TELECOMMUNIC.,29066.0,1984-01-27
WILTON ENTERPRISES,83089.0,1984-01-27
LIBERTY FEDERAL PA,67635.0,1984-01-31
SOCIETY FOR SAVINGS,70966.0,1984-01-31
HOME FEDERAL S&L MD,42201.0,1984-02-01
"NICO, INC.",57622.0,1984-02-01
COLUMBIA FEDERAL,24812.0,1984-02-02
SEACOAST BANKING,69586.0,1984-02-02
STOCKHOLDER SYSTEMS,73016.0,1984-02-02
AMERICAN RESTAURANTS,13718.0,1984-02-03
BOOLE & BABBAGE,18754.0,1984-02-03
UNION WARREN SAVINGS,78335.0,1984-02-03
A.L. LABORATORIES,65832.0,1984-02-07
COLLECTIVE FED. S&L,24540.0,1984-02-07
AMERICAN FRUCTOSE,66763.0,1984-02-08
COMMUNITY SHARES,25479.0,1984-02-08
INERTIA DYNAMICS,44055.0,1984-02-08
BIO-ANALYTIC LABS.,18009.0,1984-02-09
TIMBERLINE SYSTEMS,76268.0,1984-02-09
HEALTH RESOURCES,41305.0,1984-02-10
LASERMED CORP.,48849.0,1984-02-14
PYRAMID MAGNETICS,64814.0,1984-02-14
TELCO SYSTEMS,74975.0,1984-02-14
ALLIED NURSING CARE,11915.0,1984-02-15
GRAY & COMPANY,39723.0,1984-02-15
ROYAL PALM S&L,67935.0,1984-02-15
INTEGRATED DEVICE TECHN,44506.0,1984-02-17
EDGEWOOD FILMS,31617.0,1984-02-21
VIE DE FRANCE,80785.0,1984-02-23
SCOTT SCIENCE,69455.0,1984-02-24
WARNER COMPUTER SYS.,81510.0,1984-02-28
INTERTRANS CORP.,45699.0,1984-02-29
PATIENT MEDICAL SYS.,70914.0,1984-03-01
CHURCHILL RECORDS,23406.0,1984-03-02
GREAT SOUTHERN FED.,39926.0,1984-03-02
II MORROW INC.,77666.0,1984-03-08
WESTCHESTER FIN'L,82123.0,1984-03-08
